Order,PID,MS SubClass,MS Zoning,Lot Frontage, ,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Year,Rooms,,
1335,526321122,52,RM,"52,00",2,6222,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1,5Fin,6,7,1942,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,CBlock,TA,TA,No,ALQ,521,Unf,2,462,981,GasA,Ex,Y,SBrkr,1214,658,2,1672,2,2,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1942,Unf,1,242,TA,TA,Y,2,11,2,2,2,2,,GdPrv,,2,7,2228,WD ,Normal,164922,1999 or older,6 rooms or less
1336,526321122,32,RM,"52,00",2,6222,Pave,,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1924,2223,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,Fa,BrkTil,TA,Fa,No,Unf,2,Unf,2,949,949,GasA,Ex,Y,SBrkr,949,2,2,949,2,2,1,2,2,1,TA,5,Typ,1,Fa,Detchd,1924,Unf,2,372,TA,TA,Y,2,2,48,2,2,2,,,,2,7,2228,WD ,Normal,119222,1999 or older,6 rooms or less,
1337,526321122,52,RM,"52,00",2,6222,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1,5Fin,6,7,1929,1952,Gable,CompShg,WdShing,Wd Shng,None,2,TA,TA,BrkTil,TA,TA,No,Unf,2,Unf,2,862,862,GasA,TA,Y,SBrkr,952,228,2,1158,2,2,1,2,3,1,TA,5,Typ,1,Gd,BuiltIn,1929,RFn,1,228,TA,TA,Y,2,2,112,2,2,2,,,,2,7,2228,WD ,Normal,122222,1999 or older,6 rooms or less
1338,526321122,52,RM,"52,00",2,6222,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1,5Fin,6,7,1937,2222,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,Gd,BrkTil,TA,TA,No,Rec,221,LwQ,162,462,825,GasA,Ex,Y,SBrkr,825,672,2,1497,2,2,2,2,3,1,TA,5,Typ,2,,Detchd,2224,Unf,1,672,TA,TA,Y,272,2,2,2,2,2,,GdPrv,,2,5,2228,WD ,Normal,157222,1999 or older,6 rooms or less
1339,526321122,52,RM,"52,00",2,6222,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1,5Fin,6,5,1939,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,CBlock,TA,TA,No,LwQ,264,Unf,2,475,739,GasA,Ex,Y,SBrkr,874,468,2,1342,2,2,2,2,2,2,TA,7,Typ,1,Gd,Detchd,1939,Unf,1,242,TA,TA,Y,2,2,2,2,2,2,,,,2,4,2228,WD ,Normal,125222,1999 or older,7 rooms or more
1342,526321122,45,RM,"52,00",2,5222,Pave,,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1,5Unf,6,7,1926,1952,Gable,CompShg,MetalSd,MetalSd,None,2,TA,TA,BrkTil,TA,TA,No,Unf,2,Unf,2,992,992,GasA,Ex,Y,SBrkr,1213,2,2,1213,2,2,1,2,3,1,TA,6,Typ,2,,Detchd,1926,Unf,1,162,Fa,TA,Y,2,2,121,2,2,2,,,,2,4,2228,WD ,Normal,113222,1999 or older,6 rooms or less
1341,526321122,52,RM,"62,00",2,5522,Pave,,IR1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1,5Fin,5,7,1922,1997,Gable,CompShg,AsbShng,AsbShng,None,2,TA,Gd,BrkTil,TA,TA,No,ALQ,68,Unf,2,497,565,GasA,TA,Y,SBrkr,565,651,2,1216,1,2,1,2,3,1,TA,6,Typ,1,Gd,BuiltIn,1922,RFn,1,355,Fa,TA,Y,2,2,182,2,2,2,,MnPrv,,2,4,2228,WD ,Normal,115222,1999 or older,6 rooms or less
1342,526321122,22,RM,"99,00",2,5942,Pave,,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1946,1952,Gable,CompShg,MetalSd,CBlock,None,2,TA,TA,PConc,,,,,,,,,,GasA,TA,Y,FuseA,896,2,2,896,,,1,2,2,1,TA,4,Typ,2,,Detchd,1946,Unf,1,282,TA,TA,Y,2,2,2,2,2,2,,MnPrv,,2,4,2228,ConLD,Abnorml,79222,1999 or older,6 rooms or less,
1343,526321122,52,RM,"52,00",2,6242,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1,5Fin,4,7,1929,1952,Gable,CompShg,MetalSd,MetalSd,None,2,TA,TA,PConc,TA,TA,No,BLQ,82,Unf,2,624,724,GasA,Ex,Y,SBrkr,624,512,2,1136,2,1,1,2,2,1,TA,6,Typ,2,,Detchd,1992,Unf,1,336,TA,TA,Y,2,365,82,2,2,2,,,,2,8,2228,WD ,Normal,123222,1999 or older,6 rooms or less
1344,526321122,32,RM,,6122,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1945,1995,Gable,CompShg,Plywood,Plywood,None,2,TA,Gd,CBlock,,,,,2,,2,2,2,GasA,Gd,N,SBrkr,828,2,2,828,2,2,1,2,1,1,TA,6,Min2,2,,Attchd,1925,Unf,1,164,TA,TA,P,2,48,2,2,2,2,,,,2,6,2228,WD ,Normal,81322,1999 or older,6 rooms or less,,
1345,526321122,52,RM,"52,00",2,6242,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1,5Fin,5,7,1932,1992,Gable,CompShg,MetalSd,MetalSd,None,2,TA,TA,PConc,TA,TA,No,Unf,2,Unf,2,1278,1278,GasA,TA,Y,SBrkr,1128,445,2,1573,2,2,2,2,3,1,TA,8,Typ,1,Gd,Detchd,1932,Unf,2,362,TA,TA,P,2,2,2,2,2,2,,,,2,6,2228,WD ,Normal,162922,1999 or older,7 rooms or more
1346,526321122,52,RM,"52,00",2,6242,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1,5Fin,7,5,1939,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,BrkTil,TA,TA,Mn,Rec,322,LwQ,242,449,989,GasA,TA,Y,SBrkr,1245,764,2,2229,2,2,2,2,4,1,TA,7,Min2,1,Gd,Detchd,1939,Unf,2,422,TA,TA,Y,2,22,2,2,2,2,,MnPrv,,2,1,2228,WD ,Normal,152222,1999 or older,7 rooms or more
1347,526321122,72,RM,"51,00",2,6122,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,5,1923,1952,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,BrkTil,TA,TA,No,LwQ,223,Unf,2,897,1122,GasA,TA,Y,SBrkr,1226,676,2,1922,2,2,2,2,4,1,TA,7,Typ,2,,Detchd,1962,Unf,2,576,TA,TA,Y,2,139,55,2,2,2,,,,2,12,2228,WD ,Normal,123522,1999 or older,7 rooms or more,
1348,526321122,52,RM,"51,00",2,6122,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1,5Fin,7,5,1931,1952,Gable,CompShg,BrkFace,Wd Shng,None,2,TA,TA,BrkTil,TA,TA,No,Unf,2,Unf,2,952,952,GasA,Gd,Y,FuseF,1222,752,2,1774,2,2,2,2,2,2,TA,8,Min1,2,TA,Detchd,1931,Unf,2,468,Fa,TA,Y,92,2,225,2,2,2,,,,2,4,2228,WD ,Abnorml,129922,1999 or older,7 rooms or more
1349,526321122,72,RM,"62,00",2,6155,Pave,,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1922,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,BrkTil,Fa,Fa,Mn,Unf,2,Unf,2,611,611,GasA,Ex,Y,SBrkr,751,611,2,1362,2,2,2,2,3,1,TA,6,Typ,2,,Detchd,1922,Fin,2,522,TA,Fa,Y,2,2,84,2,2,2,,,,2,6,2228,WD ,Normal,128222,1999 or older,6 rooms or less,
1352,526321122,32,RM,"62,00",2,6324,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1952,Gable,CompShg,MetalSd,MetalSd,None,2,TA,TA,BrkTil,TA,TA,No,Unf,2,Unf,2,522,522,GasA,Fa,N,SBrkr,522,2,2,522,2,2,1,2,1,1,Fa,4,Typ,2,,Detchd,1922,Unf,1,242,Fa,TA,Y,49,2,87,2,2,2,,,,2,5,2228,WD ,Normal,68522,1999 or older,6 rooms or less,
1351,526321122,52,RM,"52,00",2,8635,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1,5Fin,5,5,1948,2221,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,1272,213,2,1285,1,2,1,2,2,1,TA,6,Min1,2,,Detchd,1948,Unf,1,242,TA,TA,Y,2,2,2,2,2,2,,MnPrv,,2,1,2228,WD ,Normal,127222,1999 or older,6 rooms or less
1352,526321122,52,RL,"64,00",2,13253,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1,5Fin,6,7,1923,2222,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,BrkTil,TA,TA,No,Unf,2,Unf,2,833,833,GasA,Gd,Y,SBrkr,1253,795,2,1848,2,2,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1922,Unf,2,372,TA,TA,N,2,2,2,2,222,2,,,,2,6,2228,WD ,Normal,227222,1999 or older,7 rooms or more
1353,526321122,52,RL,"62,00",2,9122,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1,5Fin,7,6,1925,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,Gd,PConc,TA,TA,No,Rec,329,Unf,2,697,1226,GasA,Ex,Y,SBrkr,1133,687,2,1822,1,2,2,2,4,1,TA,8,Typ,2,,Detchd,1925,Unf,1,242,TA,TA,N,2,122,2,2,2,2,,GdPrv,,2,6,2228,WD ,Normal,184222,1999 or older,7 rooms or more
1354,526321122,52,RL,"62,00",2,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1,5Fin,6,4,1915,2224,Gable,CompShg,VinylSd,VinylSd,None,2,TA,Gd,BrkTil,TA,TA,No,Unf,2,Unf,2,812,812,GasA,Ex,Y,SBrkr,1172,546,2,1716,2,2,2,2,4,1,Gd,8,Typ,2,,Detchd,1972,Unf,2,672,TA,TA,Y,2,195,2,2,2,2,,,,2,3,2228,WD ,Normal,162522,1999 or older,7 rooms or more
1355,526321122,52,RL,,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1,5Fin,5,5,1942,1982,Gable,CompShg,MetalSd,MetalSd,None,2,TA,TA,CBlock,TA,TA,No,Rec,399,Unf,2,484,883,GasA,Gd,Y,SBrkr,988,517,2,1525,1,2,1,2,3,1,TA,8,Typ,2,,Detchd,1942,Unf,1,242,TA,TA,N,2,2,2,2,2,2,,,,2,7,2228,WD ,Normal,145222,1999 or older,7 rooms or more,
1356,526321122,32,RL,"55,00",2,12267,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2222,Gable,CompShg,Stucco,Wd Shng,None,2,TA,Gd,BrkTil,TA,Gd,Mn,Rec,212,ALQ,626,2,816,GasA,Ex,Y,SBrkr,838,2,2,838,1,2,1,2,2,1,Fa,5,Typ,2,,Detchd,1961,Fin,1,275,TA,TA,N,2,2,112,2,2,2,,MnWw,,2,5,2228,WD ,Normal,132222,1999 or older,6 rooms or less,
1357,526321122,62,RM,"57,00",2,8294,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2,5Unf,6,8,1912,1983,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,PConc,TA,TA,Mn,Rec,196,Unf,2,1246,1242,GasA,Gd,Y,SBrkr,1242,742,2,1984,2,2,2,2,5,1,TA,8,Typ,2,,Detchd,,,1,362,,,Y,64,2,182,2,2,2,,MnPrv,Shed,1222,9,2228,WD ,Normal,162222,1999 or older,7 rooms or more
1358,526321122,72,RM,,5122,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,2,TA,Gd,PConc,TA,TA,No,Unf,2,Unf,2,588,588,GasA,Fa,Y,SBrkr,833,833,2,1666,2,2,1,2,3,1,Gd,7,Typ,1,Gd,Detchd,1925,Unf,1,228,TA,TA,Y,192,63,2,2,2,2,,MnPrv,,2,6,2228,WD ,Normal,161222,1999 or older,7 rooms or more,,
1359,526321122,52,RM,"63,00",2,4347,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1,5Fin,6,8,1912,1952,Gambrel,CompShg,MetalSd,MetalSd,None,2,Gd,TA,BrkTil,Gd,Gd,No,Unf,2,Unf,2,796,796,GasA,Ex,Y,SBrkr,825,784,2,1629,2,2,1,2,3,1,TA,7,Typ,2,,Detchd,1912,Unf,1,228,Fa,Fa,N,2,182,2,2,2,2,,,,2,6,2228,WD ,Normal,127522,1999 or older,7 rooms or more
1362,526321122,32,RM,,6291,Grvl,,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1932,1952,Gable,CompShg,Stucco,Wd Shng,None,2,Gd,Gd,BrkTil,TA,TA,No,Unf,2,Unf,2,768,768,GasA,TA,Y,SBrkr,768,2,2,768,2,2,1,2,1,1,TA,4,Typ,2,,Detchd,1932,Unf,2,442,TA,TA,N,2,2,84,2,2,2,,,,2,7,2228,WD ,Normal,93852,1999 or older,6 rooms or less,,
1361,526321122,72,RM,"62,00",2,12266,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,2,TA,TA,CBlock,TA,TA,No,Rec,372,Unf,2,396,768,GasA,TA,Y,FuseA,768,768,2,1536,2,2,1,1,4,1,TA,7,Typ,2,,Detchd,1952,Unf,1,328,TA,TA,Y,2,216,82,2,2,2,,,,2,5,2228,COD,Abnorml,136222,1999 or older,7 rooms or more,
1362,526321122,52,RM,"62,00",2,6876,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1,5Fin,6,6,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,BrkTil,TA,TA,No,Unf,2,Unf,2,1272,1272,GasA,TA,Y,SBrkr,1272,2,697,1969,2,2,2,2,4,1,TA,9,Min1,1,Gd,Detchd,1938,Unf,2,422,TA,TA,Y,2,34,2,2,2,2,,,,2,11,2228,COD,Normal,141222,1999 or older,7 rooms or more
1363,526321122,52,RM,,12322,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1,5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,2,TA,Fa,BrkTil,TA,Fa,No,Unf,2,Unf,2,882,882,GasA,Gd,Y,SBrkr,882,428,2,1328,2,2,2,2,2,1,TA,6,Typ,2,,Detchd,1952,Unf,2,422,Fa,Fa,Y,2,2,117,2,2,2,,,,2,4,2228,WD ,Normal,122222,1999 or older,6 rooms or less,
1364,526321122,32,RM,"62,00",2,7222,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,7,1925,1992,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,CBlock,TA,TA,No,Unf,2,Unf,2,1242,1242,GasA,Gd,Y,SBrkr,1242,2,2,1242,2,2,1,2,2,1,TA,5,Typ,2,,Detchd,1993,Unf,2,322,TA,TA,Y,2,132,2,2,2,2,,,,2,7,2228,WD ,Normal,127522,1999 or older,6 rooms or less,
1365,526321122,52,RM,"62,00",2,7226,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1,5Fin,6,6,1925,1952,Gable,CompShg,Stucco,Stucco,None,2,TA,TA,PConc,TA,TA,No,Rec,121,Unf,2,647,768,GasA,TA,Y,SBrkr,788,448,2,1236,1,2,2,2,3,1,TA,6,Typ,1,Gd,Detchd,1985,Unf,1,384,TA,TA,Y,2,2,2,2,2,2,,MnPrv,,2,8,2228,WD ,Family,127222,1999 or older,6 rooms or less
1366,526321122,52,RM,,7922,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1,5Fin,6,7,1922,1952,Gable,CompShg,MetalSd,MetalSd,None,2,TA,Fa,CBlock,TA,TA,No,Unf,2,Unf,2,319,319,GasA,TA,Y,FuseA,1235,371,2,1426,2,2,1,2,3,1,Fa,6,Typ,2,,,,,2,2,,,N,2,144,2,2,2,2,,MnPrv,,2,3,2228,WD ,Normal,89522,1999 or older,6 rooms or less,
1367,526321122,22,RM,"49,00",2,8235,Pave,,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,2,TA,Gd,CBlock,TA,TA,No,LwQ,182,Rec,645,2,825,GasA,TA,Y,SBrkr,825,2,2,825,1,2,1,2,2,1,TA,4,Typ,2,,Detchd,1963,RFn,2,722,TA,TA,Y,142,52,2,2,2,2,,MnPrv,,2,6,2228,WD ,Normal,125222,1999 or older,6 rooms or less,
1368,526321122,52,RM,"62,00",2,5586,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1,5Fin,6,7,1922,1998,Gable,CompShg,MetalSd,MetalSd,None,2,TA,TA,BrkTil,TA,TA,No,Unf,2,Unf,2,921,921,GasA,Gd,Y,SBrkr,1288,112,2,1198,2,2,1,2,4,1,TA,7,Typ,2,,,,,2,2,,,N,2,98,2,2,2,2,,MnPrv,,2,9,2228,ConLD,Abnorml,79922,1999 or older,7 rooms or more
1369,526321122,32,RM,"62,00",2,12322,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,5,8,1912,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,BrkTil,Fa,TA,No,Unf,2,Unf,2,451,451,GasA,TA,Y,SBrkr,759,2,2,759,2,2,1,2,1,1,TA,5,Typ,2,,Detchd,1997,Unf,2,576,TA,TA,N,42,2,2,2,2,2,,,,2,8,2228,ConLD,Family,85222,1999 or older,6 rooms or less,
1372,526321122,192,RM,"62,00",2,12322,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1915,1952,Gable,CompShg,AsphShn,AsphShn,None,2,Fa,Fa,PConc,TA,Fa,No,Unf,2,Unf,2,536,536,GasA,Ex,N,FuseF,828,536,2,1344,2,2,2,2,3,2,TA,8,Typ,2,,,,,2,2,,,N,42,2,224,2,2,2,,,,2,5,2228,WD ,Normal,82375,1999 or older,7 rooms or more,
1371,526321122,52,RM,"62,00",2,12322,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1,5Fin,6,7,1926,1995,Gable,CompShg,MetalSd,MetalSd,None,2,TA,TA,CBlock,TA,TA,No,Unf,2,Unf,2,756,756,GasA,Ex,Y,SBrkr,756,713,2,1469,2,2,1,2,3,1,TA,7,Typ,2,,Detchd,1926,Unf,1,216,TA,TA,Y,57,2,239,2,2,2,,MnPrv,,2,6,2228,WD ,Normal,135222,1999 or older,7 rooms or more
1372,526321122,22,RL,"82,00",2,9488,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,CBlock,TA,TA,No,Unf,2,Unf,2,1246,1246,GasA,Gd,N,SBrkr,1254,2,2,1254,2,2,1,2,3,1,TA,6,Typ,2,,Detchd,1947,Unf,1,242,TA,TA,Y,2,62,122,2,2,2,,,,2,9,2228,WD ,Abnorml,124222,1999 or older,6 rooms or less,
1373,526321122,22,RL,"55,00",2,8252,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,2,TA,TA,CBlock,TA,TA,No,BLQ,252,LwQ,492,212,952,GasA,Ex,Y,SBrkr,1211,2,2,1211,2,2,1,2,3,1,TA,5,Typ,1,TA,Attchd,1968,Unf,1,322,TA,TA,Y,2,63,2,2,2,2,,,,2,8,2228,WD ,Normal,134222,1999 or older,6 rooms or less,
1374,526321122,52,RL,"115,00",2,21286,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1,5Fin,5,5,1948,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,TA,CBlock,TA,TA,No,Unf,2,Unf,2,722,722,GasA,TA,Y,SBrkr,722,551,2,1271,2,2,2,2,4,1,TA,7,Typ,1,Gd,Attchd,1948,Unf,1,312,TA,TA,Y,2,2,128,2,2,2,,,,2,8,2228,WD ,Normal,135222,1999 or older,7 rooms or more
1375,526321122,52,RL,"82,00",2,17122,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1,5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,2,TA,TA,CBlock,,,,,2,,2,2,2,GasA,TA,Y,SBrkr,1122,468,2,1588,2,2,2,2,4,1,TA,7,Min2,1,Gd,Detchd,1991,Fin,2,682,TA,TA,N,2,59,2,2,2,2,,,,2,7,2228,WD ,Normal,134432,1999 or older,7 rooms or more
1376,526321122,192,RL,"62,00",2,12126,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1,5Fin,5,7,1942,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,Gd,BrkTil,TA,TA,No,ALQ,351,Rec,181,112,644,GasA,Gd,Y,SBrkr,828,547,2,1355,1,2,2,2,4,2,TA,6,Typ,2,,,,,2,2,,,Y,142,2,2,2,2,2,,,,2,9,2228,WD ,Normal,127522,1999 or older,6 rooms or less
1377,526321122,85,RL,,11235,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,None,2,TA,TA,CBlock,Gd,TA,Av,ALQ,784,Unf,2,197,981,GasA,TA,Y,SBrkr,1275,2,2,1275,1,2,1,2,3,1,Gd,6,Typ,2,,Detchd,1996,Unf,2,442,TA,TA,Y,64,2,2,2,64,2,,MnPrv,,2,5,2228,WD ,Abnorml,148222,1999 or older,6 rooms or less,,
1378,526321122,22,RL,"72,00",2,11222,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,2,TA,TA,CBlock,TA,TA,No,Rec,926,Unf,2,134,1242,GasA,Ex,Y,SBrkr,1242,2,2,1242,1,2,1,2,3,1,TA,5,Typ,2,,Detchd,1965,Unf,1,384,TA,TA,Y,2,2,2,2,2,2,,,,2,2,2228,WD ,Normal,129522,1999 or older,6 rooms or less,
1379,526321122,82,RL,"82,00",2,13214,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39,TA,TA,CBlock,TA,TA,Av,ALQ,528,Unf,2,482,1228,GasA,TA,Y,SBrkr,1296,2,2,1296,1,2,1,2,3,1,TA,6,Typ,1,Fa,Attchd,1978,Unf,2,484,TA,TA,Y,168,2,2,2,2,2,,,,2,12,2228,WD ,Normal,157522,1999 or older,6 rooms or less,
1382,526321122,22,RL,,7162,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41,TA,TA,PConc,TA,TA,No,Unf,2,Unf,2,876,876,GasA,TA,Y,SBrkr,924,2,2,924,2,2,1,2,3,1,TA,6,Typ,2,,Attchd,1966,Unf,1,428,TA,TA,Y,2,2,2,2,2,2,,MnPrv,,2,12,2228,WD ,Abnorml,129922,1999 or older,6 rooms or less,,
1381,526321122,22,RL,"68,00",2,12265,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2225,Gable,CompShg,HdBoard,HdBoard,None,2,TA,Fa,CBlock,TA,TA,No,ALQ,758,Unf,2,234,992,GasA,Ex,Y,SBrkr,992,2,2,992,1,2,1,2,3,1,Gd,6,Typ,2,,Attchd,1967,RFn,1,294,TA,TA,Y,224,2,2,2,2,2,,MnPrv,Shed,622,7,2228,WD ,Normal,145222,1999 or older,6 rooms or less,
1382,526321122,22,RL,"57,00",2,9764,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2223,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,CBlock,TA,TA,No,BLQ,722,Unf,2,192,894,GasA,Ex,Y,SBrkr,894,2,2,894,1,2,1,2,3,1,Gd,5,Typ,2,,Attchd,1967,RFn,2,452,TA,TA,Y,2,2,2,2,2,2,,,,2,5,2228,WD ,Normal,132222,1999 or older,6 rooms or less,
1383,526321122,85,RL,,7723,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,42,TA,TA,CBlock,Gd,TA,Gd,ALQ,452,Unf,2,2,452,GasA,Ex,Y,SBrkr,1234,2,2,1234,2,1,1,2,3,1,TA,6,Typ,1,Po,Basment,1978,Fin,2,524,TA,TA,Y,311,2,2,2,2,2,,GdWo,,2,5,2228,WD ,Normal,153222,1999 or older,6 rooms or less,,
